book_name,book_description,book_author,category_name,book_image,book_cost,book_dislikes
Rebellion of a Collapsing Metropolis,"Rebellion of a Collapsing Metropolis follows a team of unlikely heroes defending a collapsing metropolis, blending sharp dialogue with high-stakes, richly illustrated action.",Elena Iyer,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Rebellion%20of%20a%20Collapsing%20Metropolis&font=roboto,620,0
Watch of the Underworld,"Watch of the Underworld follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Oliver Iyer,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Watch%20of%20the%20Underworld&font=roboto,337,0
The Neon Legion,"The Neon Legion follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",James Kensington,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Neon%20Legion&font=roboto,289,0
Watch of a Fractured City,"Watch of a Fractured City follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Margaret Kapoor,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Watch%20of%20a%20Fractured%20City&font=roboto,615,0
The Squad of the Edge of the Law,"The Squad of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Robert Carter,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Squad%20of%20the%20Edge%20of%20the%20Law&font=roboto,693,0
Neon Vigilante,"Neon Vigilante follows a team of unlikely heroes defending a collapsing metropolis, blending sharp dialogue with high-stakes, richly illustrated action.",Freya Redwood,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Neon%20Vigilante&font=roboto,166,0
Midnight Legion,"Midnight Legion follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Noah Whitfield,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Midnight%20Legion&font=roboto,395,0
Shattered Rebellion,"Shattered Rebellion follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Divya Andersen,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Shattered%20Rebellion&font=roboto,398,0
Legion of a Fractured City,"Legion of a Fractured City follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Barbara Hartley,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Legion%20of%20a%20Fractured%20City&font=roboto,537,0
Last Vigilante,"Last Vigilante follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Nancy Foster,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Last%20Vigilante&font=roboto,660,0
Silent Legion,"Silent Legion follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Sandra Pierce,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Silent%20Legion&font=roboto,857,0
Iron Vigilante,"Iron Vigilante follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Emily Kobayashi,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Iron%20Vigilante&font=roboto,726,0
The Midnight Rebellion,"The Midnight Rebellion follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Mark Moreau,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Midnight%20Rebellion&font=roboto,296,0
Shattered Origin,"Shattered Origin follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Steven Andersen,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Shattered%20Origin&font=roboto,547,0
The Watch of a Fractured City,"The Watch of a Fractured City follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Sofia Thorne,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Watch%20of%20a%20Fractured%20City&font=roboto,203,0
The Crimson Syndicate,"The Crimson Syndicate follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Amanda Rossi,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Crimson%20Syndicate&font=roboto,777,0
Silent Vigilante,"Silent Vigilante follows a team of unlikely heroes defending a collapsing metropolis, blending sharp dialogue with high-stakes, richly illustrated action.",Rahul Iyer,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Silent%20Vigilante&font=roboto,382,0
The Guardian of the Underworld,"The Guardian of the Underworld follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Ronald Foster,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Guardian%20of%20the%20Underworld&font=roboto,782,0
The Legion of a Fractured City,"The Legion of a Fractured City follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Andrew Whitfield,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Legion%20of%20a%20Fractured%20City&font=roboto,538,0
The Shattered Vigilante,"The Shattered Vigilante follows a team of unlikely heroes defending a collapsing metropolis, blending sharp dialogue with high-stakes, richly illustrated action.",Meera Blackwood,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Shattered%20Vigilante&font=roboto,425,0
The Midnight Legion,"The Midnight Legion follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Vikram Delacroix,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Midnight%20Legion&font=roboto,719,0
Shattered Vigilante,"Shattered Vigilante follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Melissa Petrov,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Shattered%20Vigilante&font=roboto,244,0
The Vigilante of a Collapsing Metropolis,"The Vigilante of a Collapsing Metropolis follows a team of unlikely heroes defending a collapsing metropolis, blending sharp dialogue with high-stakes, richly illustrated action.",Kavya Winters,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Vigilante%20of%20a%20Collapsing%20Metropolis&font=roboto,235,0
Guardian of the Underworld,"Guardian of the Underworld follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Sarah Vance,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Guardian%20of%20the%20Underworld&font=roboto,457,0
Origin of the Edge of the Law,"Origin of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Kenneth Sharma,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Origin%20of%20the%20Edge%20of%20the%20Law&font=roboto,227,0
The Syndicate of the Edge of the Law,"The Syndicate of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Betty Osei,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Syndicate%20of%20the%20Edge%20of%20the%20Law&font=roboto,258,0
Vigilante of the Edge of the Law,"Vigilante of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Brian O'Connell,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Vigilante%20of%20the%20Edge%20of%20the%20Law&font=roboto,538,0
The Rebellion of the Edge of the Law,"The Rebellion of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Sarah Ashford,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Rebellion%20of%20the%20Edge%20of%20the%20Law&font=roboto,477,0
Rebellion of the Underworld,"Rebellion of the Underworld follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Priya Callahan,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Rebellion%20of%20the%20Underworld&font=roboto,447,0
Rogue Rebellion,"Rogue Rebellion follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Emily Hartley,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Rogue%20Rebellion&font=roboto,522,0
The Rogue Watch,"The Rogue Watch follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Aditya Pierce,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Rogue%20Watch&font=roboto,597,0
The Guardian of the Edge of the Law,"The Guardian of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Sarah Ashford,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Guardian%20of%20the%20Edge%20of%20the%20Law&font=roboto,396,0
The Last Squad,"The Last Squad follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Freya Kapoor,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Last%20Squad&font=roboto,857,0
Neon Rebellion,"Neon Rebellion follows a team of unlikely heroes defending a fractured city, blending sharp dialogue with high-stakes, richly illustrated action.",Susan Sutton,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=Neon%20Rebellion&font=roboto,822,0
The Vigilante of the Edge of the Law,"The Vigilante of the Edge of the Law follows a team of unlikely heroes defending the edge of the law, blending sharp dialogue with high-stakes, richly illustrated action.",Brian Marlow,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Vigilante%20of%20the%20Edge%20of%20the%20Law&font=roboto,257,0
The Shattered Origin,"The Shattered Origin follows a team of unlikely heroes defending the underworld, blending sharp dialogue with high-stakes, richly illustrated action.",Lucas Nakamura,Comic,https://placehold.co/400x600/9d0208/ffffff.png?text=The%20Shattered%20Origin&font=roboto,720,0
